customer_id,registration_date,full_name,email,phone,city,region,age,gender,customer_segment
2331,2024-07-03,Іваненко Світлана Володимирівна,user2331@ukr.net,+380506396419,Лозова,Харківська,42,Ж,Budget
2332,2024-04-08,Литвиненко Людмила Петрівна,user2332@gmail.com,+380508246791,Южне,Одеська,46,Ж,Premium
2333,2022-02-02,Ткаченко Віктор Іванович,user2333@ukr.net,+380503336716,Київ,Київська,63,М,Budget
2334,2024-07-03,Василенко Юрій Іванович,user2334@gmail.com,+380505848379,Бровари,Київська,18,М,Premium
2335,2022-05-24,Василенко Віктор Петрович,user2335@ukr.net,+380509336274,Кривий Ріг,Дніпропетровська,34,М,Standard
2336,2023-10-01,Мельник Андрій Іванович,user2336@gmail.com,+380503680486,Червоноград,Львівська,32,М,Standard
2337,2022-07-13,Петренко Сергій Олександрович,user2337@ukr.net,+380503340240,Дніпро,Дніпропетровська,53,М,Standard
2338,2023-11-02,Савченко Олена Іванівна,user2338@gmail.com,+380506804104,Київ,Київська,54,Ж,Premium
2339,2022-12-21,Клименко Олександр Володимирович,user2339@ukr.net,+380504675271,Дніпро,Дніпропетровська,21,М,Standard
2340,2023-05-12,Василенко Іван Іванович,user2340@gmail.com,+380509763941,Дніпро,Дніпропетровська,27,М,Standard
2341,2024-05-24,Клименко Дмитро Іванович,user2341@ukr.net,+380502151651,Київ,Київська,40,М,Premium
2342,2024-05-29,Кузьменко Марія Володимирівна,user2342@gmail.com,+380508301883,Біла Церква,Київська,38,Ж,Standard
2343,2023-09-18,Семенченко Юлія Олександрівна,user2343@ukr.net,+380503981384,Ізюм,Харківська,27,Ж,Budget
2344,2022-06-30,Коваленко Світлана Олександрівна,user2344@gmail.com,+380506585073,Кривий Ріг,Дніпропетровська,33,Ж,Premium
2345,2023-04-27,Ткаченко Ірина Іванівна,user2345@ukr.net,+380506867367,Кривий Ріг,Дніпропетровська,53,Ж,Budget
2346,2023-10-13,Петренко Оксана Іванівна,user2346@gmail.com,+380502703840,Вишневе,Київська,65,Ж,Standard
2347,2024-03-13,Василенко Ірина Олександрівна,user2347@ukr.net,+380508018002,Кривий Ріг,Дніпропетровська,63,Ж,Budget
2348,2024-06-24,Коваленко Петро Петрович,user2348@gmail.com,+380507858018,Куп'янськ,Харківська,52,М,Standard
2349,2022-11-23,Павленко Ірина Олександрівна,user2349@ukr.net,+380502008134,Ізюм,Харківська,58,Ж,Standard
2350,2024-10-22,Ткаченко Олена Сергіївна,user2350@gmail.com,+380509109646,Київ,Київська,37,Ж,Budget
2351,2022-04-20,Ткаченко Тетяна Іванівна,user2351@ukr.net,+380506154607,Дрогобич,Львівська,64,Ж,Standard
2352,2024-06-05,Бондаренко Петро Олександрович,user2352@gmail.com,+380505240908,Кривий Ріг,Дніпропетровська,56,М,Standard
2353,2022-12-19,Савченко Тетяна Сергіївна,user2353@ukr.net,+380501288432,Лозова,Харківська,43,Ж,Standard
2354,2024-10-06,Павленко Іван Олександрович,user2354@gmail.com,+380504281032,Ізюм,Харківська,52,М,Standard
2355,2024-05-28,Литвиненко Анна Олександрівна,user2355@ukr.net,+380504917508,Чорноморськ,Одеська,37,Ж,Standard
2356,2024-11-24,Василенко Роман Олександрович,user2356@gmail.com,+380505651104,Южне,Одеська,55,М,Budget
2357,2022-02-07,Литвиненко Світлана Петрівна,user2357@ukr.net,+380506827007,Одеса,Одеська,24,Ж,Budget
2358,2023-02-06,Ткаченко Петро Петрович,user2358@gmail.com,+380505680271,Бровари,Київська,23,М,Budget
2359,2023-09-29,Іваненко Іван Володимирович,user2359@ukr.net,+380509856567,Дрогобич,Львівська,45,М,Premium
2360,2022-04-19,Мельник Іван Сергійович,user2360@gmail.com,+380501980698,Червоноград,Львівська,30,М,Standard
2361,2022-04-12,Клименко Оксана Сергіївна,user2361@ukr.net,+380502345229,Львів,Львівська,23,Ж,Budget
2362,2022-08-28,Литвиненко Сергій Володимирович,user2362@gmail.com,+380505038307,Київ,Київська,24,М,Budget
2363,2022-04-04,Мельник Вікторія Сергіївна,user2363@ukr.net,+380502760974,Дніпро,Дніпропетровська,58,Ж,Budget
2364,2022-07-21,Ткаченко Роман Сергійович,user2364@gmail.com,+380505779750,Стрий,Львівська,58,М,Standard
2365,2023-02-26,Коваленко Марія Олександрівна,user2365@ukr.net,+380508340862,Южне,Одеська,39,Ж,Standard
2366,2022-12-07,Семенченко Олександр Володимирович,user2366@gmail.com,+380509866499,Чорноморськ,Одеська,61,М,Budget
2367,2022-04-26,Клименко Наталія Володимирівна,user2367@ukr.net,+380504803354,Дніпро,Дніпропетровська,47,Ж,Premium
2368,2024-11-14,Кузьменко Марія Сергіївна,user2368@gmail.com,+380502863415,Дніпро,Дніпропетровська,57,Ж,Standard
2369,2024-02-26,Семенченко Юрій Сергійович,user2369@ukr.net,+380505216352,Дрогобич,Львівська,48,М,Standard
2370,2024-07-05,Іваненко Катерина Іванівна,user2370@gmail.com,+380508033433,Бровари,Київська,53,Ж,Budget
2371,2024-01-21,Павленко Оксана Олександрівна,user2371@ukr.net,+380506903868,Бровари,Київська,47,Ж,Budget
2372,2023-08-24,Павленко Петро Петрович,user2372@gmail.com,+380504257374,Одеса,Одеська,26,М,Standard
2373,2022-03-19,Клименко Іван Володимирович,user2373@ukr.net,+380507450030,Кривий Ріг,Дніпропетровська,56,М,Standard
2374,2024-08-24,Павленко Тетяна Володимирівна,user2374@gmail.com,+380501334254,Нікополь,Дніпропетровська,42,Ж,Budget
2375,2024-01-17,Шевченко Людмила Олександрівна,user2375@ukr.net,+380503382994,Харків,Харківська,23,Ж,Standard
2376,2022-01-10,Коваленко Наталія Володимирівна,user2376@gmail.com,+380509058813,Вишневе,Київська,18,Ж,Standard
2377,2023-03-10,Литвиненко Наталія Петрівна,user2377@ukr.net,+380502887541,Харків,Харківська,57,Ж,Standard
2378,2022-05-16,Василенко Оксана Петрівна,user2378@gmail.com,+380504697541,Дрогобич,Львівська,19,Ж,Premium
2379,2023-04-14,Литвиненко Олександр Петрович,user2379@ukr.net,+380501786024,Вишневе,Київська,27,М,Premium
2380,2024-03-05,Савченко Юлія Петрівна,user2380@gmail.com,+380505878842,Вишневе,Київська,43,Ж,Standard
2381,2022-07-05,Василенко Анна Петрівна,user2381@ukr.net,+380502568206,Дрогобич,Львівська,18,Ж,Standard
2382,2022-11-15,Савченко Світлана Петрівна,user2382@gmail.com,+380509230633,Біла Церква,Київська,50,Ж,Budget
2383,2023-11-22,Шевченко Андрій Володимирович,user2383@ukr.net,+380506384674,Білгород-Дністровський,Одеська,65,М,Budget
2384,2022-07-21,Бондаренко Максим Володимирович,user2384@gmail.com,+380503247918,Бровари,Київська,32,М,Standard
2385,2022-11-13,Ткаченко Андрій Петрович,user2385@ukr.net,+380507314617,Білгород-Дністровський,Одеська,58,М,Premium
2386,2022-11-11,Іваненко Дмитро Володимирович,user2386@gmail.com,+380505959945,Білгород-Дністровський,Одеська,36,М,Standard
2387,2022-03-17,Петренко Ірина Володимирівна,user2387@ukr.net,+380507007972,Ізюм,Харківська,22,Ж,Standard
2388,2022-09-08,Кравченко Олександр Сергійович,user2388@gmail.com,+380507067543,Вишневе,Київська,42,М,Budget
2389,2022-07-20,Шевченко Вікторія Олександрівна,user2389@ukr.net,+380509165068,Кривий Ріг,Дніпропетровська,38,Ж,Standard
2390,2022-05-30,Литвиненко Максим Петрович,user2390@gmail.com,+380506061922,Львів,Львівська,50,М,Budget
2391,2022-12-20,Клименко Марія Іванівна,user2391@ukr.net,+380506575585,Кривий Ріг,Дніпропетровська,34,Ж,Budget
2392,2024-11-23,Василенко Максим Іванович,user2392@gmail.com,+380506037482,Павлоград,Дніпропетровська,20,М,Standard
2393,2024-02-12,Павленко Олександр Володимирович,user2393@ukr.net,+380504470776,Нікополь,Дніпропетровська,27,М,Standard
2394,2024-04-01,Семенченко Анна Сергіївна,user2394@gmail.com,+380508984075,Бровари,Київська,44,Ж,Standard
2395,2024-10-29,Кузьменко Віктор Володимирович,user2395@ukr.net,+380508972255,Лозова,Харківська,56,М,Premium
2396,2022-04-28,Петренко Людмила Іванівна,user2396@gmail.com,+380506613805,Біла Церква,Київська,41,Ж,Budget
2397,2022-10-24,Литвиненко Марія Сергіївна,user2397@ukr.net,+380508956852,Харків,Харківська,30,Ж,Standard
2398,2022-01-19,Савченко Світлана Петрівна,user2398@gmail.com,+380506272585,Біла Церква,Київська,30,Ж,Standard
2399,2024-08-06,Василенко Марія Володимирівна,user2399@ukr.net,+380509385444,Куп'янськ,Харківська,63,Ж,Standard
2400,2022-02-26,Кузьменко Олена Сергіївна,user2400@gmail.com,+380505047336,Лозова,Харківська,51,Ж,Standard
2401,2023-02-27,Кравченко Володимир Іванович,user2401@ukr.net,+380504024300,Червоноград,Львівська,21,М,Standard
2402,2022-06-03,Савченко Олена Олександрівна,user2402@gmail.com,+380508797857,Дрогобич,Львівська,41,Ж,Standard
2403,2022-12-03,Мельник Максим Олександрович,user2403@ukr.net,+380501959760,Павлоград,Дніпропетровська,36,М,Standard
2404,2024-04-07,Литвиненко Сергій Петрович,user2404@gmail.com,+380504903872,Южне,Одеська,20,М,Standard
2405,2023-01-02,Литвиненко Дмитро Сергійович,user2405@ukr.net,+380504140366,Вишневе,Київська,19,М,Budget
2406,2024-03-25,Павленко Сергій Іванович,user2406@gmail.com,+380505506991,Дніпро,Дніпропетровська,49,М,Budget
2407,2022-02-09,Кравченко Іван Володимирович,user2407@ukr.net,+380504624510,Вишневе,Київська,23,М,Standard
2408,2023-08-20,Іваненко Андрій Олександрович,user2408@gmail.com,+380504326662,Червоноград,Львівська,31,М,Standard
2409,2023-04-04,Клименко Тетяна Володимирівна,user2409@ukr.net,+380502898047,Кривий Ріг,Дніпропетровська,46,Ж,Standard
2410,2023-04-01,Іваненко Анна Сергіївна,user2410@gmail.com,+380501545449,Куп'янськ,Харківська,65,Ж,Standard
2411,2023-10-28,Клименко Петро Петрович,user2411@ukr.net,+380502824114,Ізюм,Харківська,62,М,Standard
2412,2024-10-07,Савченко Максим Іванович,user2412@gmail.com,+380504022958,Чорноморськ,Одеська,52,М,Budget
2413,2022-04-08,Павленко Анна Петрівна,user2413@ukr.net,+380506007414,Львів,Львівська,54,Ж,Budget
2414,2024-03-20,Кравченко Юлія Володимирівна,user2414@gmail.com,+380506555400,Бровари,Київська,28,Ж,Standard
2415,2023-06-27,Кравченко Анна Сергіївна,user2415@ukr.net,+380507268550,Стрий,Львівська,19,Ж,Standard
2416,2024-10-11,Кузьменко Марія Володимирівна,user2416@gmail.com,+380507096637,Вишневе,Київська,44,Ж,Budget
2417,2022-07-31,Павленко Віктор Олександрович,user2417@ukr.net,+380503881610,Бровари,Київська,56,М,Premium
2418,2022-03-08,Клименко Тетяна Іванівна,user2418@gmail.com,+380505689111,Львів,Львівська,34,Ж,Standard
2419,2023-05-22,Шевченко Петро Петрович,user2419@ukr.net,+380504460971,Бровари,Київська,29,М,Premium
2420,2024-02-06,Петренко Олена Олександрівна,user2420@gmail.com,+380506559713,Дрогобич,Львівська,40,Ж,Budget
2421,2022-03-10,Бондаренко Андрій Петрович,user2421@ukr.net,+380504792260,Київ,Київська,43,М,Standard
2422,2023-05-18,Савченко Олег Іванович,user2422@gmail.com,+380504233776,Южне,Одеська,28,М,Standard
2423,2022-01-15,Петренко Олег Володимирович,user2423@ukr.net,+380501447151,Червоноград,Львівська,40,М,Standard
2424,2023-07-08,Савченко Петро Петрович,user2424@gmail.com,+380502517765,Чорноморськ,Одеська,28,М,Budget
2425,2022-10-02,Бондаренко Людмила Володимирівна,user2425@ukr.net,+380501946936,Вишневе,Київська,25,Ж,Premium
2426,2023-09-25,Кравченко Іван Володимирович,user2426@gmail.com,+380507236011,Павлоград,Дніпропетровська,35,М,Standard
2427,2022-07-10,Павленко Олег Петрович,user2427@ukr.net,+380504408282,Вишневе,Київська,46,М,Standard
2428,2023-04-15,Коваленко Володимир Володимирович,user2428@gmail.com,+380502675617,Бровари,Київська,48,М,Standard
2429,2022-11-06,Бондаренко Тетяна Володимирівна,user2429@ukr.net,+380509534501,Кривий Ріг,Дніпропетровська,58,Ж,Budget
2430,2024-05-21,Семенченко Петро Олександрович,user2430@gmail.com,+380503021076,Куп'янськ,Харківська,46,М,Budget
2431,2024-12-27,Петренко Олег Сергійович,user2431@ukr.net,+380505506019,Львів,Львівська,38,М,Budget
2432,2023-12-26,Коваленко Петро Олександрович,user2432@gmail.com,+380504863318,Харків,Харківська,39,М,Standard
2433,2022-08-04,Коваленко Анна Іванівна,user2433@ukr.net,+380506024989,Харків,Харківська,33,Ж,Standard
2434,2022-10-14,Павленко Людмила Володимирівна,user2434@gmail.com,+380505377650,Вишневе,Київська,47,Ж,Standard
2435,2024-10-24,Коваленко Наталія Іванівна,user2435@ukr.net,+380504963902,Стрий,Львівська,63,Ж,Budget
2436,2024-09-16,Ткаченко Роман Олександрович,user2436@gmail.com,+380509265097,Харків,Харківська,20,М,Standard
2437,2024-05-30,Клименко Дмитро Іванович,user2437@ukr.net,+380506944002,Кривий Ріг,Дніпропетровська,24,М,Standard
2438,2023-08-17,Кузьменко Андрій Володимирович,user2438@gmail.com,+380508269416,Одеса,Одеська,35,М,Premium
2439,2023-01-29,Василенко Юлія Сергіївна,user2439@ukr.net,+380503882262,Южне,Одеська,38,Ж,Standard
2440,2024-11-06,Кузьменко Наталія Олександрівна,user2440@gmail.com,+380505464844,Кривий Ріг,Дніпропетровська,43,Ж,Standard
2441,2023-10-16,Литвиненко Тетяна Іванівна,user2441@ukr.net,+380507261796,Чорноморськ,Одеська,23,Ж,Budget
2442,2023-12-19,Литвиненко Петро Іванович,user2442@gmail.com,+380501144667,Кривий Ріг,Дніпропетровська,24,М,Standard
2443,2024-04-22,Петренко Сергій Володимирович,user2443@ukr.net,+380504165910,Куп'янськ,Харківська,55,М,Budget
2444,2023-07-15,Шевченко Петро Іванович,user2444@gmail.com,+380502462797,Львів,Львівська,36,М,Standard
2445,2022-12-15,Мельник Олег Володимирович,user2445@ukr.net,+380508438749,Львів,Львівська,20,М,Premium
2446,2024-01-10,Клименко Катерина Олександрівна,user2446@gmail.com,+380508219379,Дніпро,Дніпропетровська,30,Ж,Standard
2447,2022-06-03,Клименко Олександр Іванович,user2447@ukr.net,+380501837220,Нікополь,Дніпропетровська,65,М,Budget
2448,2022-12-30,Василенко Андрій Іванович,user2448@gmail.com,+380503256011,Чорноморськ,Одеська,28,М,Standard
2449,2022-01-12,Мельник Олег Іванович,user2449@ukr.net,+380501784786,Дніпро,Дніпропетровська,44,М,Budget
2450,2024-03-30,Бондаренко Ірина Олександрівна,user2450@gmail.com,+380505714172,Чорноморськ,Одеська,43,Ж,Premium
2451,2023-07-31,Мельник Світлана Іванівна,user2451@ukr.net,+380504663953,Дніпро,Дніпропетровська,63,Ж,Standard
2452,2024-08-06,Шевченко Олег Петрович,user2452@gmail.com,+380503910245,Харків,Харківська,30,М,Standard
2453,2023-04-02,Литвиненко Вікторія Іванівна,user2453@ukr.net,+380502867709,Вишневе,Київська,31,Ж,Budget
2454,2023-08-03,Ткаченко Олександр Сергійович,user2454@gmail.com,+380502562856,Червоноград,Львівська,45,М,Standard
2455,2023-08-13,Семенченко Катерина Петрівна,user2455@ukr.net,+380502951260,Львів,Львівська,65,Ж,Standard
2456,2024-01-12,Василенко Вікторія Володимирівна,user2456@gmail.com,+380508996168,Червоноград,Львівська,44,Ж,Budget
2457,2023-01-04,Ткаченко Сергій Сергійович,user2457@ukr.net,+380501755023,Вишневе,Київська,35,М,Budget
2458,2024-06-22,Василенко Катерина Олександрівна,user2458@gmail.com,+380501331732,Вишневе,Київська,23,Ж,Budget
2459,2022-12-12,Іваненко Сергій Іванович,user2459@ukr.net,+380505815583,Кривий Ріг,Дніпропетровська,53,М,Standard
2460,2023-03-25,Петренко Олена Володимирівна,user2460@gmail.com,+380505507505,Ізюм,Харківська,40,Ж,Standard
2461,2022-01-23,Кравченко Людмила Петрівна,user2461@ukr.net,+380503776760,Лозова,Харківська,40,Ж,Budget
2462,2022-03-26,Мельник Володимир Іванович,user2462@gmail.com,+380505712283,Южне,Одеська,62,М,Standard
2463,2023-11-26,Іваненко Олена Олександрівна,user2463@ukr.net,+380504810718,Червоноград,Львівська,50,Ж,Budget
2464,2023-07-25,Мельник Наталія Олександрівна,user2464@gmail.com,+380504933516,Куп'янськ,Харківська,38,Ж,Budget
2465,2024-12-28,Кравченко Олег Іванович,user2465@ukr.net,+380502302794,Одеса,Одеська,34,М,Standard
2466,2022-07-12,Кузьменко Вікторія Володимирівна,user2466@gmail.com,+380505925790,Біла Церква,Київська,32,Ж,Standard
2467,2024-03-22,Іваненко Анна Володимирівна,user2467@ukr.net,+380507294416,Южне,Одеська,23,Ж,Standard
2468,2024-08-15,Литвиненко Тетяна Володимирівна,user2468@gmail.com,+380503204083,Нікополь,Дніпропетровська,61,Ж,Budget
2469,2022-06-28,Семенченко Андрій Петрович,user2469@ukr.net,+380509715213,Червоноград,Львівська,41,М,Budget
2470,2022-12-08,Кравченко Петро Володимирович,user2470@gmail.com,+380502845435,Одеса,Одеська,18,М,Budget
2471,2024-02-28,Павленко Роман Володимирович,user2471@ukr.net,+380501342823,Ізюм,Харківська,36,М,Budget
2472,2022-03-16,Семенченко Марія Петрівна,user2472@gmail.com,+380504823420,Куп'янськ,Харківська,63,Ж,Standard
2473,2024-09-16,Мельник Дмитро Олександрович,user2473@ukr.net,+380508382505,Куп'янськ,Харківська,60,М,Standard
2474,2023-01-11,Петренко Віктор Іванович,user2474@gmail.com,+380508056995,Павлоград,Дніпропетровська,44,М,Budget
2475,2024-11-14,Савченко Олег Олександрович,user2475@ukr.net,+380508585347,Нікополь,Дніпропетровська,50,М,Standard
2476,2022-04-06,Павленко Віктор Петрович,user2476@gmail.com,+380507496319,Нікополь,Дніпропетровська,48,М,Budget
2477,2024-11-20,Кузьменко Сергій Іванович,user2477@ukr.net,+380509450935,Білгород-Дністровський,Одеська,48,М,Budget
2478,2022-10-10,Клименко Марія Петрівна,user2478@gmail.com,+380503332014,Біла Церква,Київська,25,Ж,Standard
2479,2024-04-02,Василенко Юлія Олександрівна,user2479@ukr.net,+380508428647,Біла Церква,Київська,19,Ж,Standard
2480,2022-11-30,Савченко Іван Володимирович,user2480@gmail.com,+380501248806,Дрогобич,Львівська,48,М,Standard
2481,2022-11-24,Литвиненко Юрій Сергійович,user2481@ukr.net,+380509229863,Чорноморськ,Одеська,25,М,Standard
2482,2024-07-26,Коваленко Дмитро Володимирович,user2482@gmail.com,+380501101935,Нікополь,Дніпропетровська,52,М,Standard
2483,2022-11-20,Ткаченко Володимир Сергійович,user2483@ukr.net,+380501506789,Ізюм,Харківська,31,М,Standard
2484,2023-09-12,Бондаренко Юрій Іванович,user2484@gmail.com,+380501323425,Чорноморськ,Одеська,25,М,Standard
2485,2023-01-03,Клименко Марія Володимирівна,user2485@ukr.net,+380502065510,Білгород-Дністровський,Одеська,57,Ж,Standard
2486,2024-12-22,Ткаченко Олександр Петрович,user2486@gmail.com,+380503724721,Білгород-Дністровський,Одеська,35,М,Standard
2487,2022-06-04,Савченко Олександр Іванович,user2487@ukr.net,+380508816646,Южне,Одеська,64,М,Standard
2488,2023-07-10,Павленко Володимир Володимирович,user2488@gmail.com,+380504721085,Павлоград,Дніпропетровська,61,М,Premium
2489,2022-10-18,Семенченко Володимир Петрович,user2489@ukr.net,+380509573194,Одеса,Одеська,23,М,Standard
2490,2022-11-16,Іваненко Іван Володимирович,user2490@gmail.com,+380507916680,Червоноград,Львівська,58,М,Standard
2491,2022-03-06,Павленко Олександр Сергійович,user2491@ukr.net,+380509683574,Дніпро,Дніпропетровська,58,М,Budget
2492,2022-12-06,Василенко Володимир Іванович,user2492@gmail.com,+380507956154,Вишневе,Київська,53,М,Standard
2493,2022-10-29,Кравченко Марія Олександрівна,user2493@ukr.net,+380509662750,Ізюм,Харківська,50,Ж,Standard
2494,2022-06-04,Коваленко Вікторія Петрівна,user2494@gmail.com,+380508028787,Лозова,Харківська,52,Ж,Premium
2495,2024-08-25,Савченко Олена Іванівна,user2495@ukr.net,+380507813974,Одеса,Одеська,43,Ж,Premium
2496,2022-09-03,Клименко Олександр Іванович,user2496@gmail.com,+380508655267,Одеса,Одеська,21,М,Standard
2497,2023-07-06,Ткаченко Юрій Петрович,user2497@ukr.net,+380504663171,Червоноград,Львівська,38,М,Budget
2498,2024-09-19,Павленко Катерина Сергіївна,user2498@gmail.com,+380501098476,Кривий Ріг,Дніпропетровська,23,Ж,Standard
2499,2024-04-15,Шевченко Наталія Петрівна,user2499@ukr.net,+380501311508,Лозова,Харківська,55,Ж,Premium
2500,2023-01-10,Іваненко Катерина Іванівна,user2500@gmail.com,+380505467103,Дрогобич,Львівська,54,Ж,Standard
2501,2022-09-28,Іваненко Вікторія Володимирівна,user2501@ukr.net,+380505926528,Бровари,Київська,33,Ж,Standard
2502,2024-05-20,Шевченко Андрій Петрович,user2502@gmail.com,+380505292319,Стрий,Львівська,50,М,Budget
2503,2024-03-30,Шевченко Тетяна Олександрівна,user2503@ukr.net,+380505563021,Білгород-Дністровський,Одеська,50,Ж,Standard
2504,2024-01-27,Василенко Ірина Іванівна,user2504@gmail.com,+380505637981,Біла Церква,Київська,63,Ж,Standard
2505,2024-02-20,Іваненко Дмитро Володимирович,user2505@ukr.net,+380507765112,Дрогобич,Львівська,47,М,Standard
2506,2024-02-03,Петренко Людмила Олександрівна,user2506@gmail.com,+380506207848,Білгород-Дністровський,Одеська,54,Ж,Budget
2507,2024-12-10,Клименко Сергій Іванович,user2507@ukr.net,+380507491970,Дрогобич,Львівська,29,М,Standard
2508,2022-05-29,Мельник Володимир Володимирович,user2508@gmail.com,+380508611905,Кривий Ріг,Дніпропетровська,54,М,Standard
2509,2022-11-13,Клименко Світлана Сергіївна,user2509@ukr.net,+380505159882,Дрогобич,Львівська,31,Ж,Standard
2510,2024-10-11,Кравченко Оксана Сергіївна,user2510@gmail.com,+380508565514,Білгород-Дністровський,Одеська,57,Ж,Standard
2511,2024-12-11,Ткаченко Олена Іванівна,user2511@ukr.net,+380503896864,Дніпро,Дніпропетровська,21,Ж,Standard
2512,2024-12-17,Клименко Андрій Іванович,user2512@gmail.com,+380504180949,Лозова,Харківська,56,М,Premium
2513,2022-05-17,Семенченко Олександр Олександрович,user2513@ukr.net,+380505858562,Червоноград,Львівська,37,М,Premium
2514,2023-09-17,Савченко Олег Олександрович,user2514@gmail.com,+380504805556,Павлоград,Дніпропетровська,20,М,Budget
2515,2023-02-23,Іваненко Сергій Олександрович,user2515@ukr.net,+380509666878,Одеса,Одеська,54,М,Standard
2516,2024-06-09,Клименко Олександр Сергійович,user2516@gmail.com,+380506489924,Червоноград,Львівська,60,М,Standard
2517,2022-11-06,Клименко Марія Петрівна,user2517@ukr.net,+380501933001,Дрогобич,Львівська,51,Ж,Standard
2518,2024-05-26,Мельник Олег Володимирович,user2518@gmail.com,+380502716391,Лозова,Харківська,57,М,Budget
2519,2022-03-11,Семенченко Олег Сергійович,user2519@ukr.net,+380507207931,Білгород-Дністровський,Одеська,43,М,Standard
2520,2022-01-06,Шевченко Вікторія Петрівна,user2520@gmail.com,+380508525754,Київ,Київська,57,Ж,Standard
2521,2023-08-18,Савченко Ірина Іванівна,user2521@ukr.net,+380501112869,Вишневе,Київська,37,Ж,Standard
2522,2023-04-07,Бондаренко Олена Іванівна,user2522@gmail.com,+380502217062,Куп'янськ,Харківська,60,Ж,Standard
2523,2024-10-13,Іваненко Олена Олександрівна,user2523@ukr.net,+380509224056,Южне,Одеська,49,Ж,Standard
2524,2024-05-08,Шевченко Катерина Олександрівна,user2524@gmail.com,+380502445541,Львів,Львівська,54,Ж,Budget
2525,2022-05-26,Литвиненко Роман Петрович,user2525@ukr.net,+380504326518,Львів,Львівська,51,М,Standard
2526,2023-01-12,Кузьменко Дмитро Петрович,user2526@gmail.com,+380505931213,Червоноград,Львівська,37,М,Standard
2527,2022-02-22,Мельник Сергій Володимирович,user2527@ukr.net,+380508447933,Нікополь,Дніпропетровська,65,М,Budget
2528,2022-01-11,Семенченко Андрій Олександрович,user2528@gmail.com,+380508892606,Кривий Ріг,Дніпропетровська,44,М,Standard
2529,2024-01-02,Семенченко Вікторія Олександрівна,user2529@ukr.net,+380502507070,Одеса,Одеська,48,Ж,Standard
2530,2023-01-30,Мельник Сергій Петрович,user2530@gmail.com,+380505291498,Стрий,Львівська,20,М,Standard
2531,2022-06-11,Василенко Андрій Петрович,user2531@ukr.net,+380502601153,Біла Церква,Київська,38,М,Budget
2532,2024-01-20,Мельник Юлія Сергіївна,user2532@gmail.com,+380505175452,Нікополь,Дніпропетровська,56,Ж,Standard
2533,2023-08-07,Іваненко Ірина Олександрівна,user2533@ukr.net,+380501189715,Дніпро,Дніпропетровська,55,Ж,Standard
2534,2023-07-20,Василенко Тетяна Олександрівна,user2534@gmail.com,+380501308281,Біла Церква,Київська,33,Ж,Standard
2535,2023-03-05,Іваненко Іван Сергійович,user2535@ukr.net,+380507419280,Чорноморськ,Одеська,43,М,Budget
2536,2023-07-25,Мельник Оксана Сергіївна,user2536@gmail.com,+380501353022,Бровари,Київська,60,Ж,Standard
2537,2023-11-24,Петренко Володимир Петрович,user2537@ukr.net,+380502519059,Одеса,Одеська,42,М,Standard
2538,2024-05-05,Бондаренко Роман Іванович,user2538@gmail.com,+380503217128,Кривий Ріг,Дніпропетровська,30,М,Premium
2539,2024-11-04,Василенко Тетяна Олександрівна,user2539@ukr.net,+380501896268,Червоноград,Львівська,45,Ж,Standard
2540,2022-08-29,Іваненко Олег Іванович,user2540@gmail.com,+380502554516,Білгород-Дністровський,Одеська,52,М,Budget
2541,2022-10-25,Павленко Іван Іванович,user2541@ukr.net,+380507539718,Лозова,Харківська,42,М,Premium
2542,2022-11-30,Бондаренко Оксана Олександрівна,user2542@gmail.com,+380507699825,Ізюм,Харківська,33,Ж,Standard
2543,2022-11-22,Кравченко Марія Петрівна,user2543@ukr.net,+380503461889,Київ,Київська,19,Ж,Standard
2544,2024-01-15,Ткаченко Максим Володимирович,user2544@gmail.com,+380505672721,Білгород-Дністровський,Одеська,36,М,Standard
2545,2022-05-11,Савченко Іван Володимирович,user2545@ukr.net,+380505853236,Бровари,Київська,42,М,Standard
2546,2024-09-22,Мельник Олег Петрович,user2546@gmail.com,+380507500935,Южне,Одеська,44,М,Premium
2547,2022-01-06,Мельник Андрій Сергійович,user2547@ukr.net,+380507095197,Кривий Ріг,Дніпропетровська,32,М,Budget
2548,2022-02-03,Ткаченко Роман Сергійович,user2548@gmail.com,+380503176673,Червоноград,Львівська,41,М,Standard
2549,2024-04-01,Василенко Дмитро Володимирович,user2549@ukr.net,+380501812330,Білгород-Дністровський,Одеська,39,М,Budget
2550,2023-05-04,Мельник Олександр Володимирович,user2550@gmail.com,+380508280853,Вишневе,Київська,18,М,Standard
2551,2022-09-05,Клименко Тетяна Олександрівна,user2551@ukr.net,+380501183693,Львів,Львівська,31,Ж,Standard
2552,2022-03-01,Павленко Олександр Іванович,user2552@gmail.com,+380503401866,Одеса,Одеська,41,М,Premium
2553,2024-07-31,Савченко Наталія Іванівна,user2553@ukr.net,+380507224807,Южне,Одеська,54,Ж,Standard
2554,2023-01-18,Павленко Іван Сергійович,user2554@gmail.com,+380507583768,Южне,Одеська,20,М,Premium
2555,2024-10-06,Бондаренко Петро Володимирович,user2555@ukr.net,+380505953905,Білгород-Дністровський,Одеська,60,М,Standard
2556,2023-07-31,Кузьменко Андрій Петрович,user2556@gmail.com,+380505786762,Лозова,Харківська,39,М,Standard
2557,2024-03-08,Коваленко Юрій Сергійович,user2557@ukr.net,+380506836135,Київ,Київська,58,М,Standard
